return_key,return_bk,date_key,product_key,customer_key,region_key,sales_staff_key,return_reason_key,return_quantity,original_quantity,unit_sale_price,return_value,gross_loss
377,1978,20250823,57,286,166,,1,2,40,111.8,223.6,51.599999999999994
378,1979,20240706,69,284,165,,4,22,22,13.57,298.54,149.38
379,1980,20231122,72,283,165,,1,6,70,29.44,176.64000000000001,58.92
380,1981,20231017,73,286,166,,3,54,54,51.24,2766.96,1037.8799999999999
381,1982,20230602,75,287,167,,4,42,42,34.9,1465.8,582.5399999999998
382,1983,20250811,75,283,165,,5,40,40,25.21,1008.4000000000001,286.4
383,1984,20250815,79,284,165,,1,4,56,22.19,88.76,16.88000000000001
384,1986,20251017,2,289,168,,2,4,64,35.41,141.64,27.439999999999984
385,1987,20250714,3,286,166,,1,6,56,45.91,275.46,63.47999999999999
386,1990,20230705,42,230,125,,4,34,34,23.8,809.2,222.70000000000002
387,1991,20241112,42,231,126,,1,4,54,22.84,91.36,25.200000000000003
388,1992,20231212,44,230,125,,2,2,16,54.93,109.86,33.06
389,1993,20240701,44,238,124,,2,2,22,54.09,108.18,32.56
390,1996,20240818,47,239,130,,2,2,22,134.63,269.26,112.73999999999998
391,1997,20250723,47,239,130,,4,22,22,115.5,2541.0,891.0
392,1999,20240521,52,233,128,,1,2,32,448.57,897.14,100.31999999999994
393,2003,20240907,55,233,128,,1,8,86,2.05,16.4,8.239999999999998
394,2004,20250918,59,240,133,,4,38,38,102.13,3880.9399999999996,896.04
395,2007,20240509,61,231,126,,4,8,8,15.28,122.24,40.8
396,2008,20231031,62,240,133,,3,8,8,104.48,835.84,278.56000000000006
397,2009,20230612,64,234,129,,2,2,14,285.89,571.78,190.57999999999998
398,2010,20241005,70,233,128,,2,2,44,15.6,31.2,15.6
399,2011,20231024,72,239,130,,2,4,50,29.44,117.76,39.28
400,2012,20240507,72,233,128,,1,6,72,27.3,163.8,54.60000000000001
401,2013,20230702,74,232,127,,1,2,40,26.54,53.08,13.739999999999995
402,2014,20240511,74,240,133,,2,2,68,24.86,49.72,12.879999999999995
403,2015,20250909,74,229,124,,1,2,66,24.0,48.0,12.439999999999998
404,2016,20251108,78,233,128,,2,6,60,65.0,390.0,146.21999999999997
405,2017,20230417,79,229,124,,2,4,72,27.81,111.24,31.19999999999999
406,2019,20250312,80,232,127,,2,2,32,30.14,60.28,11.04
407,2020,20250208,86,229,124,,1,4,36,59.95,239.8,60.48000000000002
408,2021,20241107,3,232,127,,1,6,58,51.54,309.24,103.08
409,2024,20250909,7,237,132,,2,4,32,79.98,319.92,91.4
410,2025,20240729,9,230,125,,1,2,58,18.29,36.58,16.799999999999997
411,2026,20241002,10,231,126,,3,42,42,39.04,1639.68,819.84
412,2028,20250310,10,231,126,,1,6,66,35.0,210.0,90.0
413,2030,20240921,17,233,128,,4,32,32,60.06,1921.92,443.52
414,2032,20241109,18,230,125,,5,8,8,104.54,836.32,278.80000000000007
415,2034,20230927,22,229,124,,4,24,24,12.78,306.71999999999997,87.59999999999997
416,2035,20230503,23,229,124,,5,48,48,16.64,798.72,228.0
417,2036,20240903,23,233,128,,2,2,34,16.02,32.04,9.18
418,2037,20240421,26,230,125,,1,4,50,83.84,335.36,154.12
419,2038,20240628,28,234,129,,2,2,12,128.42,256.84,58.87999999999997
420,2040,20241111,33,230,125,,4,18,18,113.73,2047.14,585.0
421,2042,20251015,40,371,220,,1,6,66,5.4,32.400000000000006,8.400000000000002
422,2043,20250328,41,371,220,,5,90,90,11.15,1003.5,173.7
423,2047,20250719,51,369,216,,2,4,68,581.71,2326.84,434.5600000000002
424,2048,20250918,52,361,214,,1,4,44,529.98,2119.92,549.6400000000001
425,2049,20250529,52,364,217,,2,4,46,498.89,1995.56,425.28
426,2050,20241010,54,359,212,,2,2,18,695.84,1391.68,382.6
427,2051,20251020,54,363,216,,4,38,38,661.5,25137.0,6517.0
428,2052,20251119,57,371,220,,1,2,58,116.08,232.16,60.16
429,2055,20240801,73,363,216,,1,10,98,46.31,463.1,173.70000000000002
430,2057,20240326,3,369,216,,5,30,30,51.54,1546.2,515.4
431,2058,20250818,3,359,212,,5,44,44,47.68,2097.92,543.4000000000001
432,2060,20251015,13,361,214,,1,6,90,40.0,240.0,120.0
433,2061,20240621,19,362,215,,2,2,20,122.06,244.12,81.38
434,2062,20240514,22,369,216,,2,2,32,12.15,24.3,6.940000000000001
435,2064,20251010,22,364,217,,3,34,34,11.98,407.32,116.28
436,2065,20251023,23,363,216,,5,74,74,16.0,1184.0,338.18
437,2066,20251017,27,364,217,,1,4,50,93.05,372.2,55.44
438,2067,20241002,28,362,215,,1,2,20,133.63,267.26,69.29999999999998
439,2072,20241219,40,86,54,,5,40,40,6.03,241.20000000000002,80.80000000000001
440,2073,20240604,40,126,36,,3,40,40,6.03,241.20000000000002,80.80000000000001
441,2074,20250729,40,77,45,,1,4,40,6.0,24.0,8.0
442,2075,20241106,41,126,36,,5,40,40,12.13,485.20000000000005,112.40000000000002
443,2076,20241129,41,164,98,,2,2,40,12.13,24.26,5.620000000000001
444,2077,20250503,41,97,62,,2,2,40,11.98,23.96,5.52
445,2078,20260103,42,126,36,,2,4,30,21.98,87.92,24.200000000000003
446,2083,20251009,47,123,77,,5,18,18,107.4,1933.2,583.2
447,2085,20241011,48,99,64,,5,10,10,12.15,121.5,30.099999999999998
448,2088,20250621,49,75,43,,5,20,20,17.0,340.0,140.0
449,2091,20240913,50,121,59,,1,2,18,354.29,708.58,202.44000000000005
450,2092,20240611,50,97,62,,2,2,16,318.86,637.72,131.58000000000004
451,2093,20250715,50,98,63,,5,18,18,350.0,6300.0,1800.0
452,2095,20230624,51,67,38,,3,40,40,613.34,24533.600000000002,4506.800000000001
453,2097,20240411,51,97,62,,1,2,24,581.86,1163.72,189.88
454,2098,20250427,51,68,39,,2,2,42,571.16,1142.32,196.17999999999995
455,2099,20250419,51,82,50,,1,2,44,570.14,1140.28,194.14
456,2100,20240410,52,123,77,,3,28,28,484.17,13556.76,2401.2799999999997
457,2102,20240426,53,67,38,,5,32,32,581.19,18598.08,2936.6400000000012
458,2103,20251113,53,155,38,,3,34,34,595.0,20230.0,4046.0
459,2104,20230407,54,65,36,,1,2,14,831.88,1663.76,554.5799999999999
460,2107,20231028,55,153,94,,5,112,112,2.06,230.72,116.48
461,2108,20250606,55,64,35,,1,12,178,2.0,24.0,12.0
462,2109,20230605,56,78,46,,4,26,26,90.09,2342.34,668.9800000000001
463,2110,20240905,56,93,59,,4,18,18,84.41,1519.3799999999999,434.15999999999997
464,2111,20241225,56,85,53,,4,28,28,75.97,2127.16,439.03999999999996
465,2112,20250310,56,92,59,,1,2,28,84.0,168.0,48.0
466,2113,20250805,56,135,69,,4,26,26,84.0,2184.0,624.0
467,2114,20231127,57,101,65,,1,2,32,146.83,293.66,97.92000000000002
468,2116,20230727,57,72,40,,2,2,30,146.83,293.66,97.92000000000002
469,2118,20230227,57,82,50,,2,4,60,146.83,587.32,195.84000000000003
470,2119,20230406,59,83,51,,3,14,14,127.27,1781.78,509.03999999999996
471,2122,20231208,63,65,36,,4,20,20,76.86,1537.2,256.20000000000005
472,2123,20230208,63,69,40,,3,30,30,76.86,2305.8,384.30000000000007
473,2124,20250726,63,64,35,,1,2,32,75.0,150.0,25.0
474,2126,20250926,64,131,81,,4,42,42,250.0,10500.0,3500.28
475,2127,20240702,67,100,61,,1,2,22,30.44,60.88,12.18
476,2131,20230126,68,140,50,,1,2,22,73.5,147.0,60.56
477,2132,20230831,68,139,59,,1,2,24,73.5,147.0,60.56
478,2133,20231005,68,127,79,,5,18,18,73.5,1323.0,545.04
479,2135,20250115,68,136,82,,2,2,20,71.02,142.04,58.499999999999986
480,2136,20240714,68,111,53,,2,2,16,71.02,142.04,58.499999999999986
481,2137,20240601,68,73,40,,5,20,20,71.02,1420.3999999999999,584.9999999999999
482,2140,20251210,68,105,66,,5,12,12,70.0,840.0,345.84000000000003
483,2141,20240721,69,100,61,,1,2,20,13.57,27.14,13.58
484,2142,20250419,69,103,40,,5,24,24,13.5,324.0,162.0
485,2143,20231115,71,72,40,,1,4,44,27.37,109.48,36.480000000000004
486,2144,20240620,71,75,43,,2,4,42,25.31,101.24,33.75999999999999
487,2145,20250218,71,81,49,,3,60,60,21.67,1300.2,300.0
488,2146,20231011,72,93,59,,1,4,46,29.44,117.76,39.28
489,2147,20251026,72,116,74,,3,60,60,27.0,1620.0,540.0
490,2148,20251022,73,122,60,,2,8,92,44.99,359.92,134.96
491,2149,20230603,75,99,64,,1,2,64,34.9,69.8,27.739999999999995
492,2150,20231027,75,97,62,,1,4,46,34.9,139.6,55.47999999999999
493,2151,20230703,75,164,98,,1,4,34,34.9,139.6,55.47999999999999
494,2152,20241026,75,164,98,,4,56,56,30.64,1715.8400000000001,682.6400000000001
495,2154,20230131,78,87,55,,1,2,26,67.73,135.46,50.80000000000001
496,2155,20240408,78,123,77,,1,2,54,66.66,133.32,50.019999999999996
497,2156,20230525,79,121,59,,2,6,70,27.81,166.85999999999999,46.79999999999998
498,2157,20240614,79,67,38,,1,2,58,23.51,47.02,10.64
499,2158,20240410,79,161,60,,5,52,52,22.79,1185.08,239.19999999999987
500,2159,20251211,79,67,38,,1,4,46,25.0,100.0,28.120000000000005
501,2160,20250705,80,163,77,,2,2,16,29.04,58.08,8.839999999999996
502,2161,20241020,86,98,63,,5,20,20,63.49,1269.8,394.4
503,2162,20251024,2,134,66,,5,12,12,39.99,479.88,137.28000000000003
504,2163,20250124,3,88,56,,1,2,26,51.54,103.08,34.36
505,2164,20241023,3,161,60,,5,18,18,51.54,927.72,309.24
506,2165,20250609,4,134,66,,5,52,52,6.4,332.8,124.80000000000001
507,2166,20250424,4,132,70,,4,66,66,8.0,528.0,264.0
508,2169,20241022,6,85,53,,5,16,16,77.94,1247.04,623.52
509,2170,20240417,6,99,64,,3,26,26,77.94,2026.44,1013.22
510,2171,20251223,6,97,62,,5,12,12,80.0,960.0,480.0
511,2176,20241217,8,81,49,,4,4,4,59.25,237.0,54.68000000000001
512,2178,20250803,8,98,63,,1,4,18,56.52,226.08,41.48000000000002
513,2179,20240904,9,161,60,,1,4,42,19.78,79.12,39.56
514,2182,20250727,10,162,70,,2,4,52,40.0,160.0,80.0
515,2183,20231016,12,127,79,,2,4,52,48.88,195.52,65.16
516,2184,20240820,12,156,96,,2,2,32,45.97,91.94,30.68
517,2185,20250516,13,111,53,,2,2,62,40.0,80.0,40.0
518,2186,20251021,14,124,78,,5,36,36,78.0,2808.0,1404.0
519,2187,20250819,14,132,70,,1,4,48,78.0,312.0,156.0
520,2188,20230719,15,133,77,,1,2,28,98.01,196.02,98.02000000000001
521,2189,20240628,15,121,59,,2,2,24,92.91,185.82,92.91999999999999
522,2191,20231103,18,90,36,,5,10,10,106.87,1068.7,356.20000000000005
523,2192,20250529,19,153,94,,5,20,20,120.0,2400.0,800.0
524,2193,20231029,20,72,40,,5,30,30,95.62,2868.6000000000004,956.1000000000001
525,2194,20240714,20,73,40,,1,2,22,90.76,181.52,60.52000000000001
526,2195,20241014,22,127,79,,2,2,26,12.15,24.3,6.940000000000001
527,2196,20250604,22,136,82,,1,4,30,11.98,47.92,13.68
528,2198,20230208,23,157,40,,5,76,76,16.64,1264.64,361.0
529,2199,20240922,23,136,82,,2,4,52,16.02,64.08,18.36
530,2200,20250929,23,127,79,,1,4,46,16.0,64.0,18.28
531,2201,20251102,23,72,40,,1,8,80,16.0,128.0,36.56
532,2204,20241110,25,77,45,,2,2,48,40.02,80.04,32.96000000000001
533,2205,20241112,25,86,54,,1,2,34,40.02,80.04,32.96000000000001
534,2206,20250821,25,133,77,,1,2,20,40.0,80.0,32.94
535,2207,20240127,26,132,70,,2,4,52,92.29,369.16,184.64000000000001
536,2208,20250108,26,97,62,,1,2,42,74.77,149.54,58.91999999999999
537,2209,20231005,31,164,98,,2,2,34,32.72,65.44,21.82
538,2211,20250917,31,122,60,,2,4,48,30.0,120.0,40.0
539,2212,20230717,32,133,77,,5,24,24,96.44,2314.56,868.0799999999999
540,2214,20240626,32,134,66,,1,2,28,83.88,167.76,52.03999999999999
541,2216,20250515,33,84,52,,3,28,28,109.98,3079.44,880.0400000000002
542,2217,20250616,33,122,60,,1,2,20,109.98,219.96,62.860000000000014
543,2224,20241025,83,386,233,,2,2,20,341.54,683.08,227.70000000000005
544,2227,20231121,39,389,236,,1,2,24,10.71,21.42,10.740000000000002
545,2228,20241107,84,380,228,,2,2,16,555.53,1111.06,370.3599999999999
546,2232,20251026,81,8,7,,2,4,80,160.0,640.0,213.36
547,2233,20240415,91,2,2,,2,2,30,36.7,73.4,36.7
548,2234,20240515,16,20,13,,2,6,64,221.66,1329.96,601.26
549,2235,20230707,21,15,10,,2,2,36,148.3,296.6,148.3
550,2236,20250209,34,6,5,,2,2,46,279.61,559.22,204.88000000000005
551,2237,20250727,34,21,14,,2,2,60,210.13,420.26,67.32
552,2238,20251230,106,26,15,,2,4,48,553.97,2215.88,692.0800000000002
553,2240,20241215,114,14,2,,3,34,34,121.29,4123.860000000001,2062.44
554,2241,20240706,39,22,8,,5,50,50,10.03,501.49999999999994,250.99999999999997
555,2246,20240406,91,346,205,,5,58,58,36.7,2128.6000000000004,1064.3000000000002
556,2247,20240112,24,344,210,,5,48,48,104.69,5025.12,996.0
557,2249,20231202,34,340,207,,4,14,14,359.6,5034.400000000001,2073.1200000000003
558,2250,20240407,101,355,210,,5,16,16,34.77,556.32,158.88000000000005
559,2251,20250725,105,341,208,,1,2,18,550.0,1100.0,488.91999999999996
560,2253,20230725,112,353,203,,5,2,2,910.82,1821.64,809.6200000000001
561,2254,20250101,113,336,205,,1,2,28,63.27,126.54,56.24000000000001
562,2258,20240605,21,182,101,,1,2,24,147.57,295.14,147.6
563,2259,20241021,24,178,107,,3,106,106,104.69,11097.14,2199.5
564,2260,20240504,29,191,103,,1,4,46,140.42,561.68,175.63999999999993
565,2261,20241030,105,169,102,,5,32,32,488.82,15642.24,5861.76
566,2264,20230520,109,169,102,,1,2,16,1471.08,2942.16,1604.82
567,2265,20250423,109,168,101,,5,12,12,1056.21,12674.52,6003.720000000001
568,2266,20250817,116,185,110,,2,2,28,8.25,16.5,4.5
569,2267,20250412,38,169,102,,5,6,6,170.0,1020.0,540.0
570,2269,20250819,66,58,31,,2,6,56,353.54,2121.2400000000002,687.9600000000002
571,2270,20250420,83,56,17,,1,12,120,294.66,3535.92,762.6000000000001
572,2272,20231012,111,45,17,,5,6,6,1359.72,8158.32,4450.02
573,2273,20250302,111,46,25,,5,6,6,1119.98,6719.88,3665.4600000000005
574,2274,20231226,66,263,151,,3,10,10,460.52,4605.2,2046.6999999999998
575,2276,20250507,34,266,154,,5,48,48,275.29,13213.920000000002,4743.360000000001
576,2277,20241229,109,271,157,,3,70,70,1094.01,76580.7,37510.200000000004
577,2280,20250815,16,205,120,,2,2,42,224.82,449.64,217.26
578,2281,20250313,24,216,121,,2,2,54,110.4,220.8,60.80000000000001
579,2283,20250705,106,218,119,,4,18,18,737.13,13268.34,6411.24
580,2287,20240511,90,196,114,,1,2,14,68.94,137.88,68.94
581,2288,20230813,24,196,114,,4,24,24,119.69,2872.56,791.0399999999998
582,2289,20251020,112,200,114,,3,2,2,849.98,1699.96,755.52
583,2292,20250923,65,242,135,,4,20,20,282.66,5653.200000000001,1386.6000000000004
584,2293,20230819,29,256,139,,1,2,12,182.67,365.34,150.43999999999997
585,2294,20230618,101,245,137,,2,2,18,33.68,67.36,19.28
586,2295,20230928,108,250,141,,4,4,4,789.02,3156.08,1653.1999999999998
587,2297,20240624,39,251,142,,3,68,68,10.03,682.04,341.35999999999996
588,2298,20241214,82,284,165,,1,6,52,189.77,1138.6200000000001,379.56000000000006
589,2301,20241219,115,288,167,,4,6,6,180.13,1080.78,589.56
590,2302,20240906,37,288,167,,1,4,36,12.05,48.2,24.160000000000004
591,2303,20240824,58,232,127,,4,46,46,231.85,10665.1,3602.72
592,2304,20240720,65,240,133,,1,2,18,326.86,653.72,217.90000000000003
593,2305,20250207,81,232,127,,3,20,20,146.66,2933.2,800.0
594,2307,20250625,91,232,127,,3,30,30,33.25,997.5,427.5
595,2308,20240923,11,232,127,,2,2,28,74.22,148.44,55.39999999999999
596,2309,20231114,21,239,130,,2,2,18,148.3,296.6,148.3
597,2311,20250916,105,236,131,,5,2,2,488.89,977.78,366.69999999999993
598,2316,20251101,83,362,215,,2,4,52,346.66,1386.64,462.20000000000005
599,2317,20251023,89,362,215,,2,8,198,3.4,27.2,11.2
600,2319,20241005,29,369,216,,1,4,32,164.08,656.32,270.28000000000003
601,2320,20250422,109,367,219,,1,2,16,1223.0,2446.0,1334.2
602,2321,20250506,58,87,55,,1,4,34,204.0,816.0,216.0
603,2322,20251205,58,132,70,,5,48,48,204.0,9792.0,2592.0
604,2323,20250503,83,82,50,,2,4,48,300.44,1201.76,277.31999999999994
605,2327,20250721,34,77,45,,5,12,12,299.98,3599.76,1482.1200000000003
606,2328,20230824,100,81,49,,2,2,18,22.54,45.08,12.879999999999995
607,2331,20240718,106,101,65,,2,2,22,715.72,1431.44,647.1
608,2338,20230722,114,107,68,,4,12,12,126.73,1520.76,760.44
609,2341,20231207,39,104,58,,4,32,32,10.71,342.72,171.84000000000003
610,2342,20250715,39,103,40,,1,2,46,10.0,20.0,10.0
611,2343,20231104,103,385,232,,1,4,34,4.82,19.28,11.600000000000001
612,2344,20250818,94,4,2,,1,8,168,4.75,38.0,18.0
613,2347,20230828,97,296,173,,1,6,90,4.5,27.0,16.259999999999998
614,2348,20240720,92,349,208,,3,260,260,3.42,889.1999999999999,392.6
615,2350,20240716,98,347,208,,1,2,16,4.78,9.56,5.760000000000001
616,2351,20230402,103,344,210,,1,8,112,4.82,38.56,23.200000000000003
617,2352,20250816,98,299,176,,2,8,138,4.55,36.4,20.4
618,2353,20240805,36,266,154,,2,12,152,5.76,69.12,46.199999999999996
619,2354,20251024,96,268,156,,2,4,38,4.4,17.6,9.600000000000001
620,2355,20251101,96,266,154,,1,2,34,5.0,10.0,6.0
621,2356,20250425,99,267,155,,5,116,116,5.4,626.4000000000001,278.40000000000003
622,2358,20230429,93,198,116,,2,2,134,6.55,13.1,8.44
623,2359,20241122,35,260,148,,1,6,56,5.76,34.56,23.099999999999998
624,2360,20250816,93,256,139,,2,2,30,7.0,14.0,9.0
625,2361,20250812,103,241,134,,2,2,26,5.0,10.0,6.0
626,2362,20230909,93,234,129,,4,54,54,6.55,353.7,227.88
627,2365,20251123,98,98,63,,3,56,56,5.0,280.0,168.0
628,2366,20240821,102,88,56,,2,2,38,5.82,11.64,5.82
629,2368,20230824,12,208,119,,1,2,28,48.88,97.76,32.58
630,2371,20250609,40,281,162,,1,10,112,6.0,60.0,20.0
631,2373,20250531,42,281,162,,2,6,54,21.98,131.88,36.300000000000004
632,2374,20250427,43,280,158,,1,8,124,6.5,52.0,12.0
633,2375,20241210,44,275,160,,4,16,16,54.09,865.44,260.48
634,2376,20251207,44,282,164,,2,2,34,50.0,100.0,30.060000000000002
635,2378,20250517,51,276,161,,1,8,92,559.28,4474.24,689.6799999999998
636,2380,20241014,56,278,162,,5,30,30,84.41,2532.2999999999997,723.5999999999999
637,2381,20250207,56,276,161,,3,34,34,84.0,2856.0,816.0
638,2382,20251226,60,280,158,,4,18,18,33.54,603.72,78.65999999999995
639,2383,20241202,71,281,162,,1,4,60,25.31,101.24,33.75999999999999
640,2384,20240506,71,282,164,,1,12,124,25.31,303.71999999999997,101.27999999999997
641,2385,20251222,71,282,164,,2,6,58,25.0,150.0,49.97999999999999
642,2386,20240513,72,281,162,,1,4,118,27.3,109.2,36.400000000000006
643,2388,20260103,74,280,158,,4,74,74,22.44,1660.5600000000002,344.84000000000003
644,2389,20241127,75,275,160,,2,2,60,30.64,61.28,24.380000000000003
645,2390,20250611,76,282,164,,2,10,96,46.0,460.0,172.5
646,2391,20250526,77,274,159,,2,2,54,27.5,55.0,15.0
647,2393,20250508,2,281,162,,5,30,30,39.99,1199.7,343.20000000000005
648,2394,20251230,3,281,162,,2,2,18,52.99,105.98,35.32000000000001
649,2395,20240203,8,273,158,,5,10,10,59.25,592.5,136.70000000000002
650,2396,20250706,8,274,159,,4,12,12,59.99,719.88,166.08000000000004
651,2397,20241129,9,276,161,,2,2,20,19.78,39.56,19.78
652,2398,20241212,10,280,158,,1,2,26,39.04,78.08,39.04
653,2401,20250615,26,279,163,,2,2,66,90.0,180.0,90.0
654,2402,20241130,27,273,158,,3,40,40,103.37,4134.8,827.2000000000003
655,2405,20240314,31,279,163,,2,2,50,30.71,61.42,20.480000000000004
656,2406,20250722,31,279,163,,2,4,54,30.0,120.0,40.0
657,2407,20251220,31,282,164,,5,40,40,30.0,1200.0,400.0
658,2408,20241026,33,273,158,,1,2,28,113.73,227.46,65.0
659,2409,20251214,33,273,158,,2,2,32,109.98,219.96,62.860000000000014
660,2428,20240606,86,281,162,,1,2,26,63.49,126.98,39.44
661,2430,20241023,113,278,162,,3,16,16,63.27,1012.32,449.9200000000001
662,2431,20251107,36,275,160,,1,2,80,6.0,12.0,8.0
663,2433,20251114,11,302,179,,1,2,68,80.0,160.0,65.88
664,2434,20241002,2,302,179,,1,4,46,37.79,151.16,38.36
665,2435,20240526,4,300,177,,4,50,50,7.21,360.5,165.5
666,2436,20241109,6,301,178,,2,4,76,72.09,288.36,132.48000000000002
667,2437,20251001,6,302,179,,3,84,84,80.0,6720.0,3360.0
668,2438,20240420,7,300,177,,5,68,68,76.23,5183.64,1315.8000000000002
669,2439,20250403,10,300,177,,2,10,108,40.0,400.0,200.0
670,2449,20250930,49,292,170,,5,170,170,13.5,2295.0,595.0
671,2450,20250213,49,292,170,,2,2,36,17.0,34.0,14.0
672,2451,20260101,49,292,170,,4,80,80,13.5,1080.0,280.0
673,2452,20230210,52,292,170,,1,2,116,521.09,1042.18,179.34000000000003
674,2453,20250328,52,292,170,,2,10,106,461.29,4612.900000000001,687.2000000000003
675,2454,20250104,53,292,170,,1,20,348,550.59,11011.800000000001,1223.4000000000003
676,2455,20231129,61,292,170,,5,22,22,17.65,388.29999999999995,129.35999999999999
677,2456,20250130,69,292,170,,1,10,94,13.5,135.0,67.5
678,2457,20250204,70,292,170,,2,8,240,13.84,110.72,50.72
679,2458,20251107,71,292,170,,3,492,492,20.82,10243.44,2041.7999999999993
680,2459,20240608,72,292,170,,1,18,270,22.76,409.68,82.08000000000004
681,2460,20231116,79,292,170,,5,252,252,24.36,6138.72,1096.1999999999994
682,2461,20241119,7,292,170,,2,10,122,68.26,682.6,113.80000000000003
683,2462,20250127,8,292,170,,1,6,70,52.41,314.46,40.97999999999999
684,2463,20250925,9,292,170,,1,4,82,15.0,60.0,20.0
685,2464,20241207,12,292,170,,1,12,128,38.31,459.72,92.16000000000004
686,2465,20240606,15,292,170,,3,24,24,69.68,1672.3200000000002,557.5200000000001
687,2466,20241006,20,292,170,,5,66,66,75.63,4991.58,998.5799999999997
688,2467,20250331,22,292,170,,4,64,64,10.27,657.28,109.43999999999994
689,2468,20251223,83,292,170,,1,2,20,288.88,577.76,115.53999999999996
690,2469,20230925,116,292,170,,3,82,82,8.85,725.6999999999999,144.32
